age	marital	education	housing.loan	personal.loan	contact	day.of.week	duration.contact	number.contatcs.campaign	poutcome	term.deposit
24	single	high.school	1	1	cellular	thu	493	1	nonexistent	0
57	married	professional.course	1	0	cellular	mon	166	2	nonexistent	1
27	married	university.degree	1	0	cellular	fri	131	3	nonexistent	0
44	married	university.degree	1	0	cellular	thu	254	2	nonexistent	1
32	married	university.degree	1	0	cellular	mon	232	2	nonexistent	0
37	married	university.degree	1	0	telephone	fri	262	2	nonexistent	0
29	married	university.degree	0	0	cellular	wed	406	3	nonexistent	0
31	single	university.degree	1	0	cellular	tue	180	1	success	1
58	married	basic	1	0	cellular	fri	198	4	nonexistent	0
32	single	professional.course	1	0	cellular	thu	128	1	nonexistent	0
48	married	basic	1	0	cellular	thu	137	1	nonexistent	0
42	married	professional.course	1	0	cellular	fri	262	2	nonexistent	0
31	single	university.degree	0	1	cellular	wed	212	2	success	0
41	married	basic	0	0	telephone	fri	204	3	nonexistent	0
33	single	basic	1	0	telephone	fri	742	2	nonexistent	0
45	married	professional.course	0	0	telephone	wed	20	5	nonexistent	0
30	married	university.degree	0	0	cellular	mon	243	1	nonexistent	0
30	single	university.degree	0	0	telephone	wed	84	3	nonexistent	0
53	married	basic	1	0	cellular	mon	62	1	nonexistent	0
27	single	university.degree	1	0	cellular	fri	401	1	failure	0
46	married	high.school	1	0	cellular	tue	98	6	nonexistent	0
29	single	university.degree	0	0	cellular	tue	103	4	nonexistent	0
43	married	university.degree	0	0	cellular	mon	179	1	nonexistent	0
26	single	university.degree	0	0	cellular	fri	133	2	failure	0
47	married	university.degree	1	0	cellular	tue	100	3	nonexistent	0
39	married	basic	0	0	telephone	tue	504	4	nonexistent	1
29	single	university.degree	1	1	cellular	thu	22	8	nonexistent	0
33	single	university.degree	0	0	cellular	wed	206	1	success	1
56	married	high.school	1	1	cellular	tue	97	1	success	0
30	single	university.degree	1	0	cellular	fri	166	2	nonexistent	1
32	married	university.degree	0	1	cellular	thu	131	1	nonexistent	0
33	married	professional.course	0	0	cellular	mon	291	1	failure	0
49	married	university.degree	0	0	telephone	mon	107	3	nonexistent	0
33	married	basic	1	0	cellular	wed	134	1	failure	0
58	married	university.degree	0	0	cellular	wed	1092	1	nonexistent	0
37	married	professional.course	1	0	cellular	wed	37	1	nonexistent	0
48	married	high.school	0	0	cellular	tue	399	1	nonexistent	0
39	married	basic	0	0	cellular	tue	88	3	nonexistent	0
53	single	basic	1	0	telephone	tue	27	1	nonexistent	0
59	married	basic	0	1	telephone	tue	70	1	nonexistent	0
40	married	university.degree	0	1	telephone	mon	61	1	nonexistent	0
44	single	basic	1	1	cellular	tue	182	1	nonexistent	0
39	married	professional.course	0	0	telephone	thu	171	1	nonexistent	1
30	married	university.degree	1	0	cellular	fri	138	2	nonexistent	0
48	married	university.degree	1	0	cellular	wed	203	7	nonexistent	0
51	divorced	high.school	1	0	cellular	mon	81	1	nonexistent	0
29	married	university.degree	0	0	cellular	fri	190	1	nonexistent	0
38	single	high.school	0	0	cellular	fri	136	2	nonexistent	0
30	married	basic	1	0	telephone	fri	176	4	nonexistent	0
62	single	university.degree	1	1	cellular	mon	112	1	nonexistent	0
30	single	professional.course	1	0	cellular	thu	93	4	nonexistent	0
36	single	high.school	1	0	cellular	fri	159	1	success	1
32	single	university.degree	0	0	telephone	fri	21	3	nonexistent	0
56	married	basic	1	1	cellular	fri	322	2	nonexistent	0
39	married	high.school	1	0	cellular	mon	58	1	nonexistent	0
36	single	high.school	0	1	telephone	fri	148	2	nonexistent	0
36	married	university.degree	1	0	cellular	fri	167	1	nonexistent	0
34	married	basic	1	0	cellular	tue	137	1	nonexistent	0
21	single	high.school	0	0	cellular	tue	362	1	nonexistent	1
44	married	basic	1	0	cellular	mon	81	3	nonexistent	0
31	married	high.school	0	0	telephone	thu	952	4	nonexistent	1
37	single	professional.course	0	0	cellular	tue	223	1	nonexistent	0
37	married	university.degree	1	0	telephone	tue	8	2	nonexistent	0
30	married	basic	1	0	cellular	thu	58	1	nonexistent	0
47	divorced	professional.course	1	0	cellular	mon	147	2	nonexistent	0
41	divorced	high.school	0	0	telephone	tue	72	3	nonexistent	0
33	married	professional.course	1	0	telephone	wed	316	1	nonexistent	0
57	married	professional.course	1	0	cellular	mon	190	2	nonexistent	0
29	single	university.degree	0	0	telephone	fri	339	5	nonexistent	0
33	divorced	university.degree	0	0	cellular	thu	49	1	nonexistent	0
40	divorced	professional.course	1	1	cellular	fri	90	4	nonexistent	0
27	single	basic	1	1	cellular	tue	81	2	nonexistent	0
41	married	university.degree	0	0	telephone	fri	106	6	nonexistent	0
58	married	basic	1	0	cellular	wed	374	1	nonexistent	0
28	married	basic	0	1	telephone	mon	329	1	nonexistent	0
55	divorced	high.school	1	0	cellular	tue	244	2	success	1
54	married	university.degree	0	0	cellular	thu	99	3	nonexistent	0
56	divorced	university.degree	0	0	cellular	wed	287	3	nonexistent	0
56	divorced	high.school	1	0	cellular	fri	109	1	failure	0
40	married	high.school	1	0	cellular	wed	118	1	nonexistent	0
49	married	university.degree	0	0	cellular	mon	86	4	nonexistent	0
30	single	university.degree	0	0	cellular	mon	123	4	nonexistent	0
29	single	professional.course	0	0	telephone	fri	232	2	nonexistent	0
31	single	university.degree	0	1	cellular	thu	167	1	nonexistent	0
30	married	high.school	0	0	cellular	wed	166	1	failure	0
34	divorced	university.degree	1	0	cellular	mon	111	4	nonexistent	0
44	divorced	basic	0	0	cellular	fri	170	2	nonexistent	0
32	single	university.degree	0	0	cellular	fri	457	1	nonexistent	0
38	divorced	university.degree	0	0	cellular	wed	403	2	nonexistent	1
37	married	university.degree	1	0	cellular	fri	48	2	nonexistent	0
29	married	university.degree	0	0	cellular	thu	5	23	nonexistent	0
30	single	university.degree	1	0	cellular	mon	374	12	nonexistent	0
54	married	university.degree	1	0	cellular	thu	85	1	nonexistent	0
43	married	basic	1	1	cellular	tue	393	2	nonexistent	0
33	married	university.degree	0	0	telephone	wed	92	5	nonexistent	0
32	single	university.degree	1	0	cellular	fri	256	1	nonexistent	0
57	married	professional.course	1	0	cellular	thu	124	6	nonexistent	0
29	married	university.degree	1	0	cellular	fri	137	2	nonexistent	0
48	married	basic	1	0	cellular	tue	268	1	success	1
30	married	basic	1	1	cellular	mon	231	1	nonexistent	0
45	married	university.degree	1	0	cellular	fri	64	1	failure	0
42	married	basic	1	0	cellular	thu	56	1	nonexistent	0
31	single	high.school	0	0	cellular	wed	96	2	nonexistent	0
58	married	university.degree	1	0	telephone	mon	9	1	nonexistent	0
32	married	high.school	0	1	cellular	fri	340	2	nonexistent	0
31	married	university.degree	0	0	cellular	wed	124	3	nonexistent	0
53	married	basic	0	0	cellular	mon	545	1	nonexistent	0
53	married	basic	0	0	telephone	wed	35	1	nonexistent	0
32	married	university.degree	1	1	cellular	wed	73	1	nonexistent	0
43	married	basic	1	0	telephone	thu	305	2	nonexistent	0
44	married	basic	0	0	telephone	thu	124	2	nonexistent	0
45	married	high.school	0	0	cellular	thu	124	3	nonexistent	0
30	married	university.degree	1	0	telephone	thu	150	10	nonexistent	0
31	married	professional.course	0	0	cellular	thu	3643	1	nonexistent	1
27	single	high.school	0	0	cellular	mon	1105	2	nonexistent	1
38	married	professional.course	1	1	cellular	wed	11	3	nonexistent	0
37	single	university.degree	0	1	cellular	mon	553	1	failure	0
60	divorced	professional.course	1	0	telephone	wed	202	6	nonexistent	0
50	divorced	professional.course	0	0	cellular	mon	73	2	nonexistent	0
34	single	high.school	0	0	cellular	wed	127	1	nonexistent	0
45	married	basic	0	1	cellular	fri	268	2	nonexistent	0
39	single	professional.course	1	0	cellular	thu	199	1	failure	0
36	married	basic	0	0	telephone	thu	166	1	nonexistent	0
34	married	high.school	1	0	cellular	tue	838	3	nonexistent	1
31	divorced	high.school	1	0	cellular	wed	829	1	failure	1
27	single	university.degree	1	0	telephone	mon	104	1	nonexistent	0
35	married	basic	1	0	telephone	mon	312	1	nonexistent	0
50	married	university.degree	0	0	cellular	fri	146	1	nonexistent	0
53	married	university.degree	1	0	cellular	tue	313	2	nonexistent	0
27	married	basic	1	0	cellular	thu	88	2	nonexistent	0
57	married	university.degree	0	0	cellular	wed	388	1	nonexistent	0
59	married	basic	0	0	telephone	thu	24	16	nonexistent	0
49	married	professional.course	0	0	telephone	thu	565	1	nonexistent	0
32	married	high.school	0	1	cellular	mon	256	2	nonexistent	0
34	married	basic	1	0	cellular	thu	218	4	nonexistent	0
25	single	university.degree	0	0	telephone	wed	199	2	nonexistent	0
45	married	basic	1	1	telephone	wed	207	1	nonexistent	0
34	married	basic	0	0	telephone	fri	651	1	nonexistent	0
29	single	university.degree	0	0	telephone	thu	247	2	nonexistent	0
29	single	professional.course	1	0	cellular	thu	239	1	nonexistent	0
39	married	basic	0	0	cellular	thu	183	1	nonexistent	0
40	divorced	high.school	1	0	cellular	fri	164	1	nonexistent	0
27	single	university.degree	1	0	cellular	mon	104	1	success	1
55	married	basic	1	0	cellular	tue	156	1	nonexistent	0
32	married	high.school	0	0	cellular	wed	55	1	nonexistent	0
54	married	professional.course	1	0	cellular	wed	103	4	nonexistent	0
39	married	university.degree	1	0	cellular	mon	74	1	failure	0
43	divorced	professional.course	0	0	telephone	thu	644	1	nonexistent	0
41	divorced	basic	1	0	telephone	wed	122	1	nonexistent	0
26	married	high.school	0	1	cellular	wed	112	1	failure	0
52	married	professional.course	1	1	cellular	wed	203	3	nonexistent	0
44	married	university.degree	0	0	cellular	wed	96	2	success	0
38	married	basic	0	0	cellular	wed	145	3	nonexistent	0
44	married	university.degree	0	0	cellular	fri	135	2	nonexistent	0
27	single	basic	1	0	telephone	fri	195	4	nonexistent	0
28	married	university.degree	0	0	telephone	wed	771	2	nonexistent	1
47	married	university.degree	1	0	cellular	mon	232	2	nonexistent	1
34	married	high.school	1	0	cellular	mon	206	6	nonexistent	0
55	divorced	basic	1	1	cellular	mon	163	1	failure	0
34	married	basic	1	0	telephone	mon	513	1	nonexistent	0
25	single	university.degree	0	0	telephone	tue	103	3	nonexistent	0
31	single	professional.course	1	0	cellular	tue	150	1	nonexistent	0
35	married	high.school	1	0	cellular	fri	393	1	nonexistent	0
50	married	university.degree	0	0	cellular	thu	718	4	failure	0
22	single	basic	0	0	cellular	fri	106	1	nonexistent	0
48	married	basic	0	0	telephone	tue	375	1	nonexistent	0
35	married	basic	0	0	telephone	wed	36	1	nonexistent	0
34	married	professional.course	1	0	cellular	wed	107	2	nonexistent	0
50	married	basic	1	1	telephone	tue	234	3	nonexistent	0
25	single	high.school	1	0	cellular	tue	112	1	failure	0
51	divorced	university.degree	1	0	telephone	mon	231	1	failure	0
32	single	high.school	1	0	telephone	tue	107	1	nonexistent	0
59	married	university.degree	1	0	cellular	thu	646	3	success	0
37	married	basic	0	0	cellular	wed	138	1	nonexistent	0
40	married	basic	0	0	cellular	tue	181	1	failure	0
26	single	professional.course	1	0	telephone	wed	605	1	nonexistent	0
32	married	high.school	0	0	cellular	thu	84	1	nonexistent	0
33	single	university.degree	1	1	cellular	wed	1176	1	nonexistent	1
35	married	basic	0	0	telephone	thu	140	1	nonexistent	0
32	single	university.degree	1	0	telephone	wed	209	12	nonexistent	0
35	married	high.school	0	0	cellular	mon	356	3	nonexistent	0
31	single	university.degree	1	0	cellular	mon	984	1	nonexistent	1
38	married	basic	0	0	telephone	fri	693	3	nonexistent	1
30	single	high.school	0	0	cellular	tue	592	3	failure	1
32	married	high.school	1	0	telephone	wed	628	2	nonexistent	1
44	married	basic	0	0	cellular	thu	556	3	nonexistent	0
35	single	university.degree	1	0	cellular	mon	673	8	nonexistent	0
48	married	basic	0	0	telephone	thu	454	4	nonexistent	0
52	married	university.degree	0	0	cellular	wed	172	1	failure	0
41	married	basic	1	1	cellular	fri	198	1	nonexistent	0
65	married	basic	0	0	cellular	mon	89	2	nonexistent	0
43	divorced	high.school	0	0	cellular	mon	122	2	nonexistent	0
40	married	professional.course	0	1	cellular	mon	80	1	failure	0
30	married	university.degree	0	0	cellular	fri	70	1	nonexistent	0
66	divorced	high.school	0	0	cellular	wed	211	1	failure	0
44	single	high.school	0	0	telephone	mon	20	1	nonexistent	0
35	married	high.school	1	1	telephone	mon	172	1	nonexistent	0
57	married	university.degree	0	0	cellular	wed	338	2	nonexistent	0
26	single	basic	0	0	telephone	wed	83	2	nonexistent	0
39	married	university.degree	1	0	telephone	thu	72	1	nonexistent	0
35	single	professional.course	1	0	cellular	thu	192	2	failure	1
42	married	university.degree	0	0	cellular	mon	90	4	failure	0
36	single	university.degree	0	0	cellular	wed	146	1	failure	0
46	single	university.degree	0	1	cellular	mon	195	1	nonexistent	0
35	married	university.degree	1	0	cellular	mon	192	3	nonexistent	0
24	single	high.school	1	0	cellular	wed	145	4	nonexistent	0
50	married	university.degree	1	0	cellular	mon	204	5	nonexistent	0
36	single	university.degree	0	0	cellular	thu	67	6	nonexistent	0
39	single	professional.course	0	0	telephone	thu	206	1	nonexistent	0
57	married	basic	1	0	cellular	mon	769	3	nonexistent	0
42	married	basic	0	0	telephone	tue	110	4	nonexistent	0
31	single	university.degree	0	0	cellular	fri	35	3	nonexistent	0
25	married	basic	0	0	cellular	fri	114	2	nonexistent	0
58	married	basic	1	0	telephone	thu	48	6	nonexistent	0
33	married	university.degree	0	0	telephone	tue	367	5	nonexistent	0
41	married	university.degree	0	0	telephone	mon	213	2	nonexistent	0
49	divorced	basic	0	0	cellular	wed	55	1	nonexistent	0
44	married	basic	1	0	telephone	mon	33	4	nonexistent	0
52	married	university.degree	0	0	telephone	mon	119	1	nonexistent	0
26	married	basic	0	0	cellular	wed	45	2	failure	0
43	married	high.school	0	0	cellular	wed	431	2	nonexistent	0
43	married	university.degree	1	0	cellular	mon	134	4	nonexistent	0
26	married	basic	1	0	cellular	mon	149	2	nonexistent	0
34	married	basic	1	0	cellular	tue	162	1	failure	0
24	single	high.school	0	0	telephone	mon	401	2	nonexistent	0
33	single	university.degree	0	0	telephone	fri	92	1	nonexistent	0
31	married	basic	0	0	telephone	mon	363	2	nonexistent	0
32	divorced	university.degree	1	0	cellular	thu	668	1	nonexistent	0
26	single	university.degree	0	0	telephone	wed	342	5	nonexistent	0
56	married	basic	0	0	telephone	wed	88	2	nonexistent	0
38	married	basic	0	0	telephone	thu	21	9	nonexistent	0
37	married	high.school	1	0	telephone	fri	136	1	nonexistent	0
22	single	basic	1	1	cellular	mon	848	1	nonexistent	1
50	married	basic	0	0	telephone	tue	128	6	nonexistent	0
34	married	basic	0	0	telephone	wed	606	1	nonexistent	0
35	single	university.degree	1	0	cellular	mon	271	2	nonexistent	0
25	married	high.school	0	0	cellular	wed	95	1	nonexistent	0
39	single	basic	0	0	cellular	thu	93	1	nonexistent	0
52	married	professional.course	1	1	cellular	mon	211	1	failure	1
48	married	university.degree	0	0	cellular	fri	239	1	nonexistent	0
44	single	basic	1	0	cellular	fri	225	3	failure	0
30	single	professional.course	1	0	cellular	wed	178	2	nonexistent	0
32	married	high.school	0	0	telephone	tue	206	1	nonexistent	0
52	married	university.degree	0	0	cellular	fri	115	1	failure	0
44	single	professional.course	0	0	cellular	tue	123	2	nonexistent	0
29	single	university.degree	1	1	cellular	thu	254	3	success	1
41	married	university.degree	0	0	cellular	wed	85	5	nonexistent	0
26	married	high.school	1	0	telephone	fri	305	2	nonexistent	0
32	single	university.degree	1	0	cellular	fri	233	1	nonexistent	0
31	single	university.degree	1	0	cellular	tue	191	2	nonexistent	0
29	single	basic	1	0	telephone	wed	198	1	nonexistent	0
58	married	basic	1	0	telephone	thu	148	3	nonexistent	0
23	single	professional.course	1	0	cellular	fri	136	3	failure	0
50	married	professional.course	1	0	telephone	fri	855	2	nonexistent	1
29	married	university.degree	1	0	cellular	mon	565	1	nonexistent	1
31	single	university.degree	1	1	cellular	thu	140	3	nonexistent	0
48	married	basic	0	0	cellular	mon	248	1	nonexistent	0
24	divorced	professional.course	0	0	cellular	fri	332	1	failure	0
35	married	high.school	0	0	telephone	wed	208	3	nonexistent	0
42	married	university.degree	0	0	telephone	tue	228	1	nonexistent	0
37	married	high.school	0	0	cellular	mon	14	3	nonexistent	0
33	married	university.degree	1	0	cellular	tue	118	3	nonexistent	0
58	married	university.degree	0	0	cellular	mon	164	2	nonexistent	0
54	married	basic	1	0	cellular	thu	148	1	nonexistent	0
54	married	professional.course	1	0	cellular	tue	149	2	nonexistent	0
39	single	professional.course	0	0	cellular	mon	71	1	nonexistent	0
48	married	basic	0	0	telephone	thu	517	3	nonexistent	0
34	divorced	basic	0	0	cellular	fri	204	5	nonexistent	0
28	single	basic	0	0	cellular	wed	77	3	nonexistent	0
30	single	high.school	0	0	cellular	fri	72	1	nonexistent	0
59	married	professional.course	1	0	telephone	tue	77	8	nonexistent	0
29	single	high.school	1	0	cellular	fri	139	2	nonexistent	0
25	married	high.school	0	0	telephone	fri	498	1	nonexistent	0
47	divorced	high.school	1	0	cellular	tue	159	1	failure	0
32	married	university.degree	0	1	cellular	tue	301	3	nonexistent	0
30	married	basic	0	0	telephone	tue	338	1	nonexistent	0
24	single	university.degree	0	0	cellular	wed	197	1	nonexistent	0
58	married	high.school	0	0	cellular	mon	145	1	failure	0
44	married	university.degree	0	0	telephone	wed	158	2	nonexistent	0
36	married	university.degree	1	1	cellular	tue	28	2	nonexistent	0
33	divorced	basic	1	0	telephone	tue	355	1	nonexistent	0
31	single	high.school	0	0	cellular	mon	42	6	nonexistent	0
38	single	university.degree	1	0	telephone	tue	992	1	nonexistent	1
35	married	university.degree	1	0	cellular	thu	108	4	nonexistent	0
29	married	basic	0	0	cellular	fri	202	2	nonexistent	0
58	married	university.degree	1	0	cellular	mon	260	1	nonexistent	0
43	married	basic	1	0	telephone	tue	269	3	nonexistent	0
53	married	university.degree	1	0	telephone	tue	186	1	nonexistent	0
38	married	basic	1	0	cellular	fri	215	3	nonexistent	0
36	single	professional.course	0	0	cellular	thu	54	4	nonexistent	0
56	married	professional.course	0	0	cellular	tue	139	2	nonexistent	0
32	married	university.degree	0	0	telephone	thu	99	2	nonexistent	0
48	married	basic	1	0	telephone	fri	67	2	nonexistent	0
31	married	university.degree	0	0	telephone	mon	57	4	nonexistent	0
50	married	basic	1	0	cellular	mon	311	1	nonexistent	0
38	married	high.school	1	0	telephone	mon	25	7	nonexistent	0
34	single	university.degree	0	0	telephone	thu	17	16	nonexistent	0
41	married	basic	1	0	cellular	tue	234	1	failure	0
51	married	university.degree	1	0	cellular	thu	386	1	nonexistent	0
26	single	high.school	0	0	telephone	fri	619	2	nonexistent	1
34	single	university.degree	0	0	cellular	fri	260	3	success	1
41	married	university.degree	1	1	cellular	thu	139	1	nonexistent	0
26	married	basic	1	0	telephone	wed	71	1	nonexistent	0
32	married	basic	1	0	cellular	wed	459	1	nonexistent	1
49	married	basic	0	1	cellular	tue	354	1	nonexistent	0
39	married	high.school	0	0	cellular	mon	225	2	nonexistent	0
52	divorced	professional.course	0	0	cellular	tue	867	2	nonexistent	0
57	married	university.degree	0	1	cellular	thu	1441	2	nonexistent	1
38	married	university.degree	0	0	telephone	mon	100	5	nonexistent	0
31	married	high.school	0	0	cellular	thu	172	2	failure	0
57	married	basic	0	0	cellular	fri	42	3	nonexistent	0
32	married	high.school	1	0	cellular	wed	154	1	nonexistent	0
31	married	basic	1	0	telephone	tue	97	2	nonexistent	0
32	married	high.school	1	0	cellular	thu	356	1	nonexistent	0
58	married	basic	1	0	telephone	fri	570	2	nonexistent	1
44	married	university.degree	1	0	telephone	thu	351	1	nonexistent	0
47	married	basic	1	0	cellular	thu	399	2	failure	0
44	married	basic	1	1	cellular	thu	218	1	nonexistent	0
39	married	high.school	0	0	cellular	wed	138	1	nonexistent	0
38	married	professional.course	1	1	cellular	thu	63	2	nonexistent	1
59	married	basic	0	0	telephone	mon	293	1	nonexistent	0
49	divorced	university.degree	1	1	cellular	tue	138	1	nonexistent	0
51	married	university.degree	0	0	telephone	mon	295	3	nonexistent	0
55	married	university.degree	1	0	cellular	thu	303	2	nonexistent	0
49	divorced	high.school	1	0	cellular	thu	1171	1	nonexistent	0
44	married	basic	1	0	cellular	tue	222	1	nonexistent	0
29	single	high.school	1	1	cellular	wed	146	1	nonexistent	0
49	married	professional.course	0	0	telephone	thu	77	1	nonexistent	0
45	divorced	basic	0	0	cellular	thu	270	3	nonexistent	0
39	married	basic	0	0	telephone	thu	281	2	failure	0
35	married	basic	0	0	telephone	wed	91	2	nonexistent	0
30	single	high.school	0	0	cellular	mon	111	2	nonexistent	0
26	single	university.degree	1	0	cellular	wed	124	1	nonexistent	0
37	single	professional.course	1	0	cellular	fri	347	1	failure	0
29	married	basic	1	0	telephone	tue	32	1	nonexistent	0
54	married	basic	0	0	cellular	mon	50	1	nonexistent	0
35	married	university.degree	0	0	cellular	fri	224	3	nonexistent	0
41	single	professional.course	1	0	cellular	tue	175	2	failure	0
31	married	professional.course	0	0	telephone	fri	258	2	nonexistent	0
30	married	university.degree	0	0	cellular	mon	514	7	nonexistent	0
43	married	professional.course	1	0	cellular	tue	166	3	failure	0
31	married	professional.course	0	0	telephone	tue	70	8	nonexistent	0
33	single	university.degree	1	0	telephone	thu	166	3	success	1
30	divorced	university.degree	0	1	telephone	fri	164	4	nonexistent	0
47	single	university.degree	0	0	cellular	thu	429	1	nonexistent	0
32	married	professional.course	1	0	cellular	tue	146	3	failure	0
49	married	university.degree	1	0	telephone	mon	182	12	nonexistent	0
41	married	high.school	1	0	telephone	fri	145	24	nonexistent	0
60	married	professional.course	0	0	telephone	tue	59	3	nonexistent	0
42	married	high.school	1	0	cellular	mon	274	1	nonexistent	0
39	married	high.school	1	0	cellular	thu	328	2	success	1
29	married	basic	1	0	cellular	thu	108	4	nonexistent	0
40	single	professional.course	1	0	cellular	thu	498	1	nonexistent	0
30	married	high.school	0	0	telephone	fri	147	2	nonexistent	0
38	married	high.school	0	0	cellular	wed	275	1	nonexistent	0
37	married	high.school	0	0	telephone	tue	316	2	nonexistent	0
60	divorced	basic	0	0	cellular	wed	105	3	nonexistent	0
26	single	basic	1	0	cellular	mon	200	2	nonexistent	0
37	married	university.degree	0	0	telephone	thu	288	1	nonexistent	0
56	married	high.school	0	1	telephone	fri	90	3	nonexistent	0
44	married	high.school	1	1	cellular	fri	390	2	nonexistent	0
46	married	high.school	0	0	cellular	fri	318	2	failure	0
59	married	university.degree	0	0	telephone	tue	85	1	nonexistent	1
52	married	high.school	1	0	cellular	tue	607	5	nonexistent	0
40	divorced	professional.course	0	0	cellular	tue	279	4	nonexistent	0
44	married	high.school	1	0	telephone	fri	40	3	nonexistent	0
35	married	university.degree	1	0	cellular	mon	121	1	nonexistent	0
33	married	professional.course	0	0	cellular	fri	335	3	nonexistent	0
38	married	basic	1	0	cellular	thu	130	2	nonexistent	0
53	married	basic	1	1	cellular	tue	398	2	nonexistent	1
56	divorced	high.school	1	0	telephone	wed	267	1	nonexistent	0
48	married	high.school	1	0	cellular	wed	128	6	nonexistent	0
45	divorced	high.school	1	0	cellular	fri	800	2	nonexistent	0
56	married	university.degree	0	0	telephone	fri	213	4	nonexistent	0
48	married	university.degree	1	0	cellular	wed	294	1	failure	1
62	married	high.school	0	0	telephone	mon	163	2	nonexistent	1
24	single	high.school	0	0	cellular	thu	1150	3	nonexistent	1
33	single	high.school	0	0	cellular	mon	87	1	nonexistent	0
49	divorced	professional.course	1	0	cellular	tue	361	2	failure	0
54	married	professional.course	0	0	telephone	mon	187	2	nonexistent	0
57	divorced	university.degree	0	1	telephone	tue	187	1	nonexistent	0
31	single	high.school	0	0	cellular	fri	89	1	nonexistent	0
51	married	university.degree	1	0	cellular	thu	147	1	nonexistent	0
35	single	basic	0	0	telephone	mon	95	3	nonexistent	0
50	single	university.degree	1	0	telephone	fri	634	1	nonexistent	1
30	single	university.degree	1	0	cellular	fri	83	1	failure	0
30	married	basic	1	0	cellular	mon	245	2	nonexistent	0
32	married	basic	0	0	telephone	wed	630	3	failure	0
45	single	high.school	1	0	cellular	mon	8	7	nonexistent	0
46	divorced	high.school	1	0	cellular	mon	372	1	nonexistent	1
48	married	basic	0	0	telephone	mon	984	4	nonexistent	0
31	single	university.degree	0	0	cellular	thu	1855	3	nonexistent	0
40	married	university.degree	1	1	cellular	fri	133	2	nonexistent	0
42	married	professional.course	0	0	cellular	mon	377	1	nonexistent	1
57	divorced	university.degree	0	0	telephone	wed	5	1	nonexistent	0
47	married	professional.course	0	0	telephone	fri	261	6	nonexistent	0
36	married	university.degree	1	1	cellular	mon	101	1	nonexistent	0
53	married	high.school	0	0	telephone	wed	429	1	nonexistent	0
58	married	basic	0	0	cellular	tue	83	2	nonexistent	0
35	single	university.degree	1	0	cellular	thu	143	1	failure	0
34	married	basic	1	0	telephone	thu	266	4	nonexistent	0
41	married	basic	0	0	cellular	fri	1203	2	failure	1
30	married	professional.course	0	0	cellular	mon	399	1	nonexistent	0
30	single	professional.course	1	0	cellular	wed	129	3	nonexistent	0
37	single	high.school	1	0	telephone	tue	227	9	nonexistent	0
53	married	basic	1	0	telephone	tue	723	2	nonexistent	0
28	single	university.degree	1	0	cellular	fri	119	4	failure	0
29	single	university.degree	0	0	telephone	wed	347	1	nonexistent	0
44	married	university.degree	1	0	cellular	fri	358	4	nonexistent	0
56	married	high.school	1	1	cellular	fri	308	2	nonexistent	1
31	single	high.school	0	0	cellular	thu	16	35	nonexistent	0
40	single	basic	1	0	telephone	mon	128	3	nonexistent	0
47	married	high.school	1	1	telephone	fri	72	6	success	0
37	single	university.degree	0	0	cellular	tue	107	1	failure	0
57	married	university.degree	1	0	telephone	tue	768	1	nonexistent	0
37	single	professional.course	0	0	cellular	wed	94	3	nonexistent	0
52	single	basic	1	0	telephone	thu	61	1	nonexistent	0
34	single	university.degree	0	1	cellular	fri	78	3	nonexistent	0
43	married	high.school	0	1	telephone	tue	262	1	nonexistent	0
49	married	university.degree	0	0	cellular	tue	163	1	failure	0
25	single	high.school	1	0	telephone	wed	54	3	nonexistent	0
38	married	high.school	0	1	cellular	thu	74	1	nonexistent	0
40	divorced	high.school	0	1	telephone	thu	257	1	nonexistent	0
31	single	university.degree	0	0	cellular	tue	259	1	failure	0
29	married	professional.course	0	0	telephone	tue	64	1	nonexistent	0
57	married	university.degree	1	0	cellular	thu	73	10	nonexistent	0
38	married	university.degree	0	0	cellular	fri	525	1	nonexistent	0
48	single	university.degree	1	0	cellular	wed	210	2	nonexistent	0
32	single	university.degree	0	0	cellular	wed	823	1	nonexistent	1
30	married	university.degree	1	0	telephone	mon	103	2	nonexistent	0
52	divorced	basic	1	1	telephone	thu	26	2	nonexistent	0
34	divorced	high.school	0	0	cellular	fri	66	1	nonexistent	0
60	married	basic	1	0	cellular	tue	347	2	success	0
37	married	professional.course	0	0	telephone	thu	96	1	nonexistent	0
47	divorced	high.school	1	0	cellular	wed	56	5	nonexistent	0
28	married	university.degree	1	0	cellular	mon	226	3	failure	0
61	married	university.degree	1	0	cellular	wed	1076	2	nonexistent	1
33	married	university.degree	1	0	cellular	tue	165	1	failure	1
36	married	professional.course	0	0	telephone	wed	183	9	nonexistent	0
53	married	basic	1	0	telephone	fri	9	4	nonexistent	0
31	married	university.degree	1	1	telephone	mon	464	1	nonexistent	0
44	divorced	basic	1	0	telephone	mon	73	2	nonexistent	0
37	married	basic	1	0	cellular	thu	271	1	nonexistent	0
32	single	university.degree	1	1	cellular	wed	93	2	nonexistent	0
44	married	high.school	1	0	telephone	mon	73	3	nonexistent	0
29	single	university.degree	1	0	cellular	fri	468	2	failure	0
48	married	basic	0	1	cellular	mon	780	2	nonexistent	0
33	single	university.degree	1	0	cellular	mon	252	2	success	1
38	married	basic	1	0	telephone	tue	258	1	nonexistent	0
41	married	basic	0	0	cellular	mon	197	3	nonexistent	0
